# 意味分類表(見出し語と分類番号の対応)。候補として生成した表である。
# 生成に使ったモデルは claude-haiku-4-5-20251001 である。
# 生成の方式は、語をモデルへ渡して意味の中項目を答えさせる分類である。
# 呼び出しは DSPy の Predict 1 段で、few-shot の実例を 26 語ぶん積んである。
#
# 生成の方針は次のとおりである。
# 語義として挙げるのは、現代の日本語で日常的に使われると広く認められる
# ものだけである。
# 比喩や転用に由来する語義も、辞書に載る程度に定着していれば挙げる。
# 攻撃の対象を指す「標的」がこれに当たる。
# 次の3つは挙げない。
# まだ定着していない直訳や転用、特定の文脈や界隈でしか通じない用法、文
# 学的・修辞的な言い回しにだけ現れる語義である。
# 迷ったら挙げない側に倒す。
# たとえば「鍵」には、錠を開ける器具を指す語義に加えて、手がかりを指す
# 語義が辞書に載る。
# どちらも挙げる。
# 一方「灯」は明かりを指す語義だけを挙げ、「希望の灯」のような修辞にだ
# け現れる語義は挙げない。
# 用例は、その語がどう使われるかを知る手がかりである。
# 用例の語義だけに絞らず、その語が持つ定着した語義を挙げる。
#
# 分類番号は 1.mm00 の形で、mm が中項目の 2 桁である。小数点以下第 3 位と
# 第 4 位は 0 で埋めてあり、意味を持たない。中項目は 43 個で、分類語彙表の
# 番号と名前の一覧だけを使い、どの語にどの中項目を与えるか
# はモデルの言語判断で決めた。
#
# 語の内訳は、評価コーパスに現れた語が 7540 語で、JMdict の名詞の見出しが 161698 語である。
# 日常的に使われる語は、バッチの組み方の種を変えた 3 つのパスで判定し、2 パス以上が挙げた中項目だけを採った(27601 語)。
# 残る 141637 語は 1 回の判定をそのまま採った。3 パスの答えがすべて割れて確定しなかった語は、この表に載せていない。
# 判定の元データと来歴は votes/v5 の JSONL と manifest.json にある。
# 生成した日は 2026-08-30 である。
# 版: v5-claude-haiku-4-5-20251001
$	1.3700
%	1.1900
0	1.1900
15分間	1.1600
1990年代	1.1600
1月19日	1.1600
1月1日	1.1600
2世	1.2000
2月12日	1.1600
30分	1.1600	1.1900
3月25日	1.1600
4月14日	1.1600
6月14日	1.1600
6月21日	1.1600
6月23日	1.1600
6月29日	1.1600
6月3日	1.1600
6月中旬	1.1600
7月1日	1.1600
8月1日	1.1600
8月6日	1.1600
9月29日	1.1600
A	1.1100
ADP	1.1000
AI	1.3000	1.4500
ASCII	1.3100	1.5100
ATM	1.4500
AU	1.2600
Ag	1.5100
Am	1.5100
As	1.5100
Au	1.5100
B	1.1000
Ba	1.5100
C	1.3100
CLI	1.4500
CM	1.3100	1.3200
CPU	1.4500
Ca	1.5100
Cal	1.1600
Cl	1.5100
Cr	1.5100
Cu	1.5100
DAT	1.4000
DNA	1.5100
DVD	1.4000	1.4500
FIG	1.4000
FISA	1.3600
FTP	1.3100	1.4500
Fe	1.5100
G	1.1900
GK	1.2400
GUI	1.4500
Gs	1.1900
H	1.5100
HD	1.4000	1.4500
HTTP	1.3100
He	1.5100
Hz	1.1900
IC	1.4500
ICAO	1.2700
JAVA	1.3100	1.4500
Java	1.3100	1.4500
K	1.5100
L	1.1900
LA	1.2600
LAN	1.4500
Linux	1.4000
MIPS	1.4500
MP	1.1900
N	1.1900
NSA	1.2700
Na	1.5100
Ni	1.5100
O	1.1000
OS	1.4500
P	1.1900
PC	1.4500
RAM	1.4500
RISC	1.4500
ROM	1.4000	1.4500
S	1.1000
SF	1.3200
SOS	1.3100
SS	1.4000
Sn	1.5100
TB	1.1900
TCP/IP	1.3100	1.4500
TEL	1.3100	1.4500
UNIX	1.4500
Unix	1.4500
WAN	1.4500
WC	1.4400
WLAN	1.4500
Wi-Fi	1.4500
WiFi	1.4500
