# 意味分類表(見出し語と分類番号の対応)。検証用に生成した表である。
# 生成に使ったモデルは claude-haiku-4-5-20251001 である。
# 生成の方式は、用例文を添えた語を Claude Haiku へ渡し、意味の中項目を
# 答えさせる分類である。呼び出しは DSPy の Predict 1 段で、few-shot の実例を
# 25 語ぶん積んである。分類番号は 1.mm00 の形で、mm が中項目の 2 桁である。
# 小数点以下第 3 位と第 4 位は 0 で埋めてあり、意味を持たない。
# 生成した日は 2026-08-30 である。
# 対象は、評価コーパスに現れた見出し語だけである。
# 版: haiku-mid-1
$	1.3700
15分間	1.1600
1990年代	1.1600
1月19日	1.1600
1月1日	1.1600
2世	1.2000
3月25日	1.1600
6月14日	1.1600
6月3日	1.1600
6月中旬	1.1600
7月1日	1.1600
8月1日	1.1600
8月6日	1.1600
9月29日	1.1600
A	1.1000
ADP	1.1000
AI	1.3000	1.4500
ASCII	1.3100
ATM	1.4500
AU	1.2600
Au	1.5100
Ba	1.5100
C	1.5100
CLI	1.4500
CM	1.3100
CPU	1.4500
Cal	1.1900
Cr	1.5100
Cu	1.5100
DAT	1.4000
DNA	1.5100	1.5700
DVD	1.4000
FIG	1.4000
FISA	1.3600
FTP	1.4500
GK	1.2400
GUI	1.4500
Gs	1.5100
H	1.5100
HD	1.4500
Hz	1.1900
IC	1.4500
ICAO	1.2700
JAVA	1.4500
Java	1.4000
L	1.1000
LA	1.1700
LAN	1.4500
MIPS	1.4500
MP	1.1000
NSA	1.2700
Ni	1.5100
P	1.4000
PC	1.4500
PS	1.4000
RAM	1.4500
RISC	1.4500
ROM	1.4500
S	1.1100
SF	1.3200
SOS	1.3100
SS	1.4000
Sn	1.5100
TB	1.1900
TCP/IP	1.4500
TEL	1.4500
UNIX	1.4500
Unix	1.4500
WAN	1.4500
WC	1.4400
WLAN	1.4500
WiFi	1.4500
a	1.4000
abb	1.1100
adh	1.1000
ag	1.4000
alt	1.4000
atf	1.2700
atm	1.4500
bar	1.4000
bb	1.4000
bh	1.1000
bi	1.4500
bot	1.4500
bw	1.1900
c	1.1000
cc	1.5100
cd	1.4500
cdc	1.2700
ce	1.4000
cm	1.1900
coo	1.1000
cpa	1.3700
ct	1.1000
dp	1.4000
eq	1.4500
ev	1.1000
fe	1.5100
h	1.1000
hb	1.1000
hn	1.1000
hq	1.2700
http	1.3100
ia	1.1000
ic	1.4500
imu	1.4000
java	1.4500
kbo	1.4000
km	1.1900
kp	1.1000
kv	1.4500
l	1.4000
lb	1.1900
lbo	1.1000
lifo	1.1000
lm	1.4000
m1	1.4000
mg	1.1900
mil	1.1900
min	1.1900
mm	1.1900
nm	1.4500
os	1.4500
pda	1.4500
pid	1.1000
qt	1.4500
r	1.1000
roi	1.3700
sas	1.4500
sse	1.4500
tcp	1.4500
tel	1.1000
tia	1.2000
triga	1.4000
un	1.1000
vol	1.1900
xt	1.4000
あい	1.1600
あたり	1.1100
あなた	1.2000
あり	1.1000
ある	1.1000
あれ	1.1000
あわせ	1.1500
い	1.4000
いか	1.1000
いきれ	1.5700
いす	1.4500
いずれ	1.1100
いずれか	1.1100
いたこ	1.5500
いたち	1.5500
いたちごっこ	1.1000	1.1500
いつ	1.1600
いつか	1.1600
いとこ	1.2100
いなか	1.1700
いも	1.5400
いるか	1.5500
う	1.3100
うち	1.2000
うに	1.4300
え	1.4000
えい	1.1000
えら	1.5600
え付け	1.3000
おい	1.3000
おおむね	1.1900
おき	1.1700
おけ	1.1700
おそれ	1.1000
おとり	1.4000
およそ	1.1900
おり	1.1600
か	1.1000
かい	1.1500
かえ	1.3000
かけ	1.1600
かけら	1.4000	1.5100
かさ	1.4000	1.4500
かし	1.3000
かす	1.4000
かせ	1.3000
かど	1.1000
かね	1.3700
かび	1.5300
かめ	1.5500
かも	1.1000
かり	1.3000
かりやす	1.1300
かわ	1.1500
かわら	1.4100
か所	1.1700
がけ	1.5000
がさ	1.1500
がせ	1.1000
がま	1.1000
がら	1.1000
がり	1.1400
がれ	1.5100
がん	1.5700
きす	1.5400
きず	1.1800
きり	1.4500
き損	1.1500
くい	1.4000
くぐり	1.1500
くし	1.4000	1.4500
くま	1.5500
くも	1.5500
くら	1.1000
ぐる	1.1500
け	1.1000
けが	1.5700
けさ	1.1600
けし	1.5400
けつ	1.5600
けら	1.5500
こし	1.5600
こち	1.1700
こちら	1.1700
こと	1.1000
こなし	1.1500
このあたり	1.1700
この先	1.1600
この分	1.1900
この方	1.2000
この間	1.1600
こぼし	1.1500
こり	1.1300
これ	1.4000
これから	1.1600
これまで	1.1600
これら	1.1000
ごっこ	1.3300
ごろ	1.1600
さえ	1.1000
さく	1.4000
さつ	1.1900
さつき	1.5400
さで	1.4500
さなか	1.1600
さば	1.5500
さより	1.5500
さら	1.4500
ざま	1.1300
ざる	1.4500
しい	1.1300
しか	1.5500
しきい	1.1900
しきい値	1.1900
しし	1.5500
しそ	1.5400
しだ	1.1000
しな	1.4500
しのぎ	1.3700
しま	1.1700
しまい	1.1500
す	1.1000
すき	1.4500
すき間	1.1700	1.1900
すす	1.5100
すべ	1.3000
すべて	1.1900
すり	1.5500
すり替え	1.1500
ずれ	1.1300
そ	1.1000
そこ	1.1700
そち	1.1700
そちら	1.1700
そのもの	1.1000
そのよう	1.1300
その他	1.1100
その分	1.1900
その場	1.1700
その後	1.1600
その手	1.3000
その時	1.1600
それ	1.1000
それぞれ	1.1100
それら	1.1000
それ自体	1.1000
たい	1.1000
たか	1.1000
たこ	1.5500
ただ	1.3000
たち	1.2000
たとえ	1.1100
ため	1.3000
たも	1.4500
たより	1.3100
たら	1.5500
たる	1.1000
たわけ	1.2000
だし	1.4300
だだ	1.1000
だに	1.5500
だまし	1.3500
ち	1.2000
ちゃん	1.2000
ちん	1.2000
つか	1.1900
つき	1.1600
つた	1.5400
つて	1.3500
つと	1.3100
つながり	1.3500
つなぎ	1.1500	1.4500
つま	1.1000
てこ	1.4500
でか	1.1900
できないこと	1.1000
でたらめ	1.1300
とい	1.4500
とう	1.3100
とお	1.3100
とが	1.1500
とき	1.1600
とこ	1.1700
ところ	1.1700
とせ	1.1000
とと	1.5500
とど	1.1500
とどめ	1.1500
とま	1.1000
とみ	1.3700
とも	1.2200
とや	1.4000
とわ	1.3000
と金	1.3700
どこ	1.1700
どこか	1.1700
どのよう	1.1300
どれ	1.1100
な	1.1300
なぎ	1.1500
なす	1.1500
なぞ	1.1100
なた	1.4500
なら	1.5100
なり	1.1500
なれ	1.1500
におい	1.5000
ねた	1.1000
のぎ	1.3000
のこ	1.2000
のすり	1.3700
のど	1.5600
のみ	1.1900
はい	1.3100
はか	1.3000
はさ	1.1500
はし	1.4500
はじめ	1.1600
はす	1.1500
はず	1.1000
はな	1.5600
はなし	1.3100
はも	1.5500
はり	1.4500
はんだ	1.4100
ばい	1.1900
ばか	1.2000
ばかり	1.1900
ばら	1.1900
ばらつき	1.1900
ばん	1.1600
ひ	1.1000
ひとたび	1.1600
ひも	1.4000
ひら	1.1800
びら	1.3100
ふるい	1.4500
ふるい分け	1.1500
ふるまい	1.3000
ぶり	1.1300
へそ	1.5600
へど	1.5600
へ先	1.1700
べき	1.3400
べら	1.5500
ほ	1.5400
ほう	1.3000
ほとんど	1.1900
まぐれ	1.1000
まぐれ当たり	1.1000
まさ	1.3000
ます	1.3100
また	1.3100
まとめ	1.1000
まま	1.1300
まり	1.1000
まる	1.1000
みず	1.2700
みそ	1.4300
みだ	1.1300
みつ	1.1900
みる	1.3000
むしろ	1.1300
もっと	1.1000
もと	1.3000
もなか	1.4300
もの	1.4000
もや	1.5000
もり	1.1000
やく	1.1000
やし	1.5400
やそ	1.4500
やめ	1.1500
やや	1.1900
やり	1.3000
やり取り	1.3500
よ	1.1900
よそ	1.1700
りす	1.5500
るまた	1.3100
わけ	1.1000
わし	1.5500
わな	1.4000
わら	1.5400
アイコ	1.1000
アイコン	1.4000
アイテム	1.4000
アイデンティティ	1.1000	1.3000
アイドル	1.1300
アイルランド	1.2600
アウト	1.1500
アウトレット	1.2700	1.4000
アカウンタビリティ	1.3400
アカウント	1.3700
アクション	1.1500
アクセ	1.1000
アクセシビリティ	1.3000
アクセス	1.3500
アクター	1.2000
アクティビティ	1.1000
アクラ	1.2600
アコーディオン	1.4500
アコード	1.4000
アサ	1.5400
アサインメント	1.3400
アシスタント	1.2400
アジ	1.4300
アジア	1.2600
アスタリスク	1.4000
アセス	1.3000
アセンブリ	1.3100
アゼルバイジャン	1.2600
アタック	1.1500
アダプタ	1.4500
アダン	1.5400
アップ	1.1500
アップグレード	1.1500
アップロード	1.1500	1.3100
アトム	1.5100
アド	1.3700
アドバイザー	1.2400
アドバイス	1.3000
アドリア海	1.5200
アドレス	1.3100
アナ	1.2400
アナウンス	1.3100
アナライザ	1.4500
アナリスト	1.2400
アフガニ	1.3700
アフリカ	1.2600
アプリ	1.4000
アプリケーション	1.4500
アプレ	1.3500
アプローチ	1.3000
アポストロフィ	1.4000
アムステルダム	1.2600
アラビア	1.2300
アラビア語	1.3100
アラブ	1.2300
アラー	1.2000
アラーム	1.4500
アリ	1.5500
アルゴリズム	1.3000
アルジェ	1.2600
アルジェリア	1.2600
アルバム	1.3200
アレビ	1.4300
アレン	1.2000
アレンジ	1.3000	1.3200
アレンジメント	1.1000	1.3600
アロケーション	1.1500
アロケータ	1.4500
アロー	1.4000
アンカー	1.4500
アンケート	1.3100
アンゴラ	1.2600
アンダーグラウンド	1.2600
アーキテクチャ	1.1800	1.3000
アーキテクト	1.2400
イギリス	1.2600
イグルー	1.4400
イコン	1.4000
イシス	1.5500
イスラエル	1.2600
イタリア	1.2600
イタリア語	1.3100
イデア	1.3000
イド	1.4000
イニシャル	1.3100
イニング	1.1600
イブ	1.1600
イベント	1.1000
イメージ	1.4000
イラン	1.2600
イン	1.4000
インキ	1.4100
インキュベータ	1.4500
インキュベーター	1.2700
インク	1.4100
インサイダー	1.2400
インシデント	1.1000
インジ	1.4500
インジェクション	1.1000
インジケータ	1.1000
インジケーター	1.1000
インタビュー	1.3100
インタフェース	1.4500
インタプリタ	1.4500
インタラクション	1.1500	1.3500
インターネット	1.4500
インターフェイス	1.4500
インターフェース	1.4500
インタープリタ	1.4500
インティ	1.4000
インテリ	1.3000
インテリジェンス	1.3000
インテル	1.3100
インデックス	1.3100
インド	1.2600
インドア	1.3300
インドネシア	1.2600
インパクト	1.1400
インパネ	1.4500
インフルエンス	1.2700
インプラント	1.4000
インプレッション	1.3100
インベントリ	1.4000
インポート	1.1500
ウィザード	1.4500
ウィジェット	1.4500
ウィット	1.3000
ウィング	1.4000
ウィンド	1.4500
ウィンドウ	1.4500
ウイルス	1.5300
ウェア	1.4000
ウェイ	1.4500
ウェイト	1.1900
ウェブ	1.3800
ウェブカメラ	1.4500
ウェブサイト	1.3100	1.4000
ウォッチ	1.4500
ウォッチドッグ	1.4500
ウォン	1.3700
ウォーク	1.1500
ウォークスルー	1.3100
ウォーター	1.5100
ウォーム	1.4000
ウジ	1.5500
エア	1.4000
エアコン	1.4500
エイ	1.5500
エイト	1.1900
エクス	1.4000
エクスポ	1.3200
エゴ	1.3000
エスカレーション	1.1500
エスカレート	1.1500
エスケープ	1.1500
エッジ	1.1700
エッセイ	1.3200
エディション	1.1100
エディタ	1.4500
エネルギー	1.5000
エピソード	1.1000
エポック	1.1600
エミュレーション	1.4500
エミュレート	1.1500
エラ	1.5500
エラー	1.1000
エル	1.4000
エレクトロニクス	1.3800
エンゲージメント	1.3500
エンジニア	1.2400
エンジニアリング	1.3800
エンジン	1.4500
エンターテイナー	1.2400
エンターテインメント	1.3800
エンタープライズ	1.2700	1.3800
エントリー	1.3200
エントロピ	1.5000
エントロピー	1.5000
エンド	1.1700
エンドユーザ	1.2400
エンドユーザー	1.2000
エージ	1.2400
エージェント	1.4500
オフ	1.1300
オファー	1.3500
オフィス	1.4400
オフィスオートメーション	1.4500
オフェンス	1.3600
オフセット	1.1900
オフライン	1.1300
オブジェ	1.4000
オブジェクト	1.4000	1.5100
オプション	1.1100
オペ	1.3800
オペレーション	1.3800
オペレータ	1.2400
オペレーター	1.2400
オラクル	1.4500
オラン	1.2600
オランダ	1.2600
オリジナル	1.1100
オリジン	1.1700
オンライン	1.1700
オーガニック	1.3800
オーク	1.5500
オークション	1.3700
オーケストレーション	1.3000	1.3800
オーストラリア	1.2600
オーディオ	1.4500
オートマ	1.4500
オートマトン	1.4500
オートメーション	1.4500
オード	1.4000
オーナ	1.2400
オーナー	1.2500
オーバ	1.1900
オーバー	1.1900
オーバーフロー	1.1500
オーバーヘッド	1.1900
オープン	1.1000
オール	1.4500
カウンタ	1.4500
カウント	1.1900
カウントダウン	1.1600
カザフスタン	1.2600
カジノ	1.4400	1.4700
カスタマ	1.2200
カスタマー	1.2000	1.2200
カタログ	1.3100
カット	1.1500
カットオフ	1.1500
カテゴリ	1.1100
カニ	1.5500
